,ev_load_shifting_z5,ev_load_shifting_z1,ev_load_shifting_z2,ev_load_shifting_z3,ev_load_shifting_z6,ev_load_shifting_z4
1584,0.102,0.082,0.082,0.086,0.055,0.084
1585,0.051,0.042,0.042,0.048,0.034,0.047
1586,0.031,0.024,0.024,0.029,0.016,0.028
1587,0.015,0.012,0.012,0.017,0.02,0.018
1588,0.019,0.014,0.014,0.018,0.012,0.018
1589,0.013,0.01,0.01,0.022,0.045,0.028
1590,0.051,0.037,0.037,0.071,0.114,0.076
1591,0.125,0.089,0.089,0.161,0.211,0.155
1592,0.227,0.17,0.17,0.241,0.229,0.217
1593,0.247,0.193,0.193,0.251,0.219,0.227
1594,0.235,0.192,0.192,0.245,0.244,0.231
1595,0.262,0.221,0.221,0.283,0.296,0.268
1596,0.325,0.274,0.274,0.333,0.341,0.312
1597,0.369,0.309,0.309,0.366,0.349,0.343
1598,0.377,0.319,0.319,0.383,0.404,0.371
1599,0.435,0.37,0.37,0.458,0.542,0.457
1600,0.578,0.491,0.491,0.604,0.706,0.599
1601,0.754,0.625,0.625,0.756,0.818,0.726
1602,0.865,0.702,0.702,0.803,0.613,0.723
1603,0.669,0.528,0.528,0.582,0.35,0.512
1604,0.375,0.316,0.316,0.349,0.279,0.318
1605,0.285,0.248,0.248,0.267,0.216,0.249
1606,0.216,0.19,0.19,0.192,0.14,0.182
1607,0.137,0.123,0.123,0.126,0.1,0.123
1608,0.092,0.083,0.083,0.084,0.052,0.084
1609,0.051,0.043,0.043,0.046,0.033,0.047
1610,0.031,0.026,0.026,0.028,0.015,0.028
1611,0.015,0.013,0.013,0.016,0.019,0.018
1612,0.018,0.014,0.014,0.017,0.011,0.019
1613,0.013,0.011,0.011,0.021,0.043,0.028
1614,0.05,0.038,0.038,0.069,0.11,0.077
1615,0.123,0.094,0.094,0.157,0.203,0.157
1616,0.225,0.178,0.178,0.237,0.22,0.218
1617,0.245,0.201,0.201,0.247,0.209,0.227
1618,0.234,0.199,0.199,0.241,0.235,0.231
1619,0.262,0.228,0.228,0.282,0.286,0.269
1620,0.322,0.277,0.277,0.332,0.328,0.315
1621,0.363,0.312,0.312,0.363,0.335,0.347
1622,0.371,0.321,0.321,0.383,0.39,0.377
1623,0.427,0.373,0.373,0.459,0.525,0.463
1624,0.572,0.493,0.493,0.605,0.685,0.607
1625,0.749,0.628,0.628,0.757,0.796,0.734
1626,0.859,0.704,0.704,0.803,0.595,0.731
1627,0.663,0.527,0.527,0.582,0.339,0.517
1628,0.376,0.317,0.317,0.347,0.269,0.318
1629,0.29,0.249,0.249,0.267,0.207,0.248
1630,0.22,0.191,0.191,0.193,0.136,0.182
1631,0.142,0.123,0.123,0.127,0.098,0.124
1632,0.096,0.084,0.084,0.086,0.053,0.085
1633,0.053,0.046,0.046,0.048,0.033,0.049
1634,0.033,0.027,0.027,0.029,0.015,0.029
1635,0.016,0.014,0.014,0.017,0.019,0.018
1636,0.02,0.015,0.015,0.018,0.011,0.019
1637,0.014,0.011,0.011,0.022,0.043,0.029
1638,0.053,0.041,0.041,0.07,0.108,0.078
1639,0.133,0.1,0.1,0.161,0.2,0.159
1640,0.242,0.186,0.186,0.242,0.217,0.221
1641,0.263,0.209,0.209,0.253,0.207,0.23
1642,0.247,0.206,0.206,0.246,0.233,0.233
1643,0.274,0.238,0.238,0.287,0.284,0.272
1644,0.331,0.29,0.29,0.335,0.325,0.319
1645,0.37,0.324,0.324,0.367,0.33,0.337
1646,0.375,0.331,0.331,0.382,0.383,0.37
1647,0.426,0.381,0.381,0.456,0.507,0.466
1648,0.562,0.504,0.504,0.602,0.657,0.608
1649,0.732,0.643,0.643,0.753,0.763,0.735
1650,0.842,0.72,0.72,0.792,0.572,0.728
1651,0.658,0.546,0.546,0.575,0.328,0.514
1652,0.378,0.323,0.323,0.346,0.261,0.316
1653,0.292,0.252,0.252,0.267,0.202,0.247
1654,0.224,0.195,0.195,0.194,0.133,0.183
1655,0.145,0.128,0.128,0.13,0.096,0.128
1656,0.104,0.094,0.094,0.112,0.128,0.12
1657,0.128,0.107,0.107,0.118,0.051,0.115
1658,0.053,0.043,0.043,0.054,0.043,0.056
1659,0.043,0.034,0.034,0.043,0.03,0.043
1660,0.029,0.021,0.021,0.026,0.006,0.024
1661,0.007,0.005,0.005,0.011,0.018,0.013
1662,0.02,0.015,0.015,0.027,0.037,0.029
1663,0.041,0.029,0.029,0.056,0.065,0.057
1664,0.078,0.056,0.056,0.1,0.12,0.101
1665,0.149,0.107,0.107,0.182,0.212,0.175
1666,0.254,0.189,0.189,0.28,0.276,0.261
1667,0.332,0.253,0.253,0.37,0.36,0.343
1668,0.431,0.342,0.342,0.465,0.449,0.43
1669,0.521,0.42,0.42,0.543,0.466,0.495
1670,0.534,0.439,0.439,0.559,0.484,0.519
1671,0.544,0.457,0.457,0.578,0.503,0.545
1672,0.571,0.478,0.478,0.612,0.561,0.583
1673,0.623,0.515,0.515,0.638,0.509,0.6
1674,0.567,0.474,0.474,0.627,0.594,0.603
1675,0.686,0.569,0.569,0.709,0.598,0.657
1676,0.681,0.574,0.574,0.677,0.521,0.611
1677,0.58,0.493,0.493,0.571,0.443,0.518
1678,0.477,0.409,0.409,0.465,0.354,0.426
1679,0.371,0.312,0.312,0.352,0.246,0.327
1680,0.247,0.2,0.2,0.243,0.145,0.223
1681,0.106,0.083,0.083,0.099,0.045,0.078
1682,0.044,0.033,0.033,0.046,0.038,0.037
1683,0.036,0.027,0.027,0.037,0.027,0.029
1684,0.025,0.017,0.017,0.022,0.005,0.016
1685,0.006,0.004,0.004,0.009,0.017,0.009
1686,0.017,0.012,0.012,0.022,0.033,0.02
1687,0.035,0.024,0.024,0.046,0.058,0.042
1688,0.066,0.047,0.047,0.085,0.107,0.078
1689,0.124,0.088,0.088,0.153,0.186,0.136
1690,0.208,0.15,0.15,0.236,0.25,0.201
1691,0.271,0.201,0.201,0.32,0.331,0.276
1692,0.351,0.265,0.265,0.404,0.421,0.348
1693,0.427,0.326,0.326,0.475,0.446,0.404
1694,0.437,0.338,0.338,0.491,0.474,0.422
1695,0.449,0.352,0.352,0.51,0.517,0.443
1696,0.469,0.375,0.375,0.541,0.571,0.472
1697,0.52,0.41,0.41,0.56,0.509,0.488
1698,0.5,0.403,0.403,0.581,0.607,0.516
1699,0.589,0.474,0.474,0.639,0.602,0.551
1700,0.598,0.47,0.47,0.617,0.505,0.527
1701,0.51,0.399,0.399,0.519,0.43,0.445
1702,0.429,0.337,0.337,0.423,0.327,0.36
1703,0.322,0.253,0.253,0.31,0.217,0.258
1704,0.203,0.156,0.156,0.176,0.049,0.138
1705,0.046,0.034,0.034,0.044,0.031,0.037
1706,0.028,0.02,0.02,0.027,0.015,0.021
1707,0.014,0.01,0.01,0.016,0.019,0.014
1708,0.017,0.012,0.012,0.017,0.011,0.014
1709,0.012,0.009,0.009,0.02,0.042,0.022
1710,0.045,0.032,0.032,0.063,0.102,0.06
1711,0.114,0.077,0.077,0.148,0.188,0.129
1712,0.212,0.144,0.144,0.23,0.215,0.186
1713,0.23,0.165,0.165,0.242,0.204,0.197
1714,0.213,0.162,0.162,0.233,0.227,0.198
1715,0.232,0.185,0.185,0.274,0.28,0.237
1716,0.279,0.227,0.227,0.32,0.321,0.277
1717,0.311,0.255,0.255,0.355,0.334,0.304
1718,0.314,0.261,0.261,0.373,0.391,0.327
1719,0.358,0.3,0.3,0.447,0.536,0.403
1720,0.479,0.402,0.402,0.594,0.701,0.534
1721,0.63,0.522,0.522,0.741,0.821,0.662
1722,0.756,0.616,0.616,0.823,0.639,0.688
1723,0.596,0.478,0.478,0.591,0.349,0.478
1724,0.334,0.268,0.268,0.345,0.266,0.291
1725,0.256,0.205,0.205,0.268,0.208,0.224
1726,0.196,0.154,0.154,0.193,0.134,0.162
1727,0.127,0.1,0.1,0.126,0.093,0.107
1728,0.086,0.066,0.066,0.082,0.051,0.07
1729,0.045,0.034,0.034,0.045,0.032,0.037
1730,0.028,0.02,0.02,0.027,0.015,0.022
1731,0.014,0.01,0.01,0.016,0.02,0.014
1732,0.017,0.011,0.011,0.017,0.011,0.014
1733,0.012,0.008,0.008,0.02,0.044,0.022
1734,0.045,0.031,0.031,0.063,0.107,0.061
1735,0.113,0.075,0.075,0.148,0.197,0.129
1736,0.207,0.142,0.142,0.23,0.223,0.185
1737,0.223,0.164,0.164,0.242,0.214,0.196
1738,0.206,0.163,0.163,0.233,0.238,0.196
1739,0.225,0.188,0.188,0.275,0.296,0.234
1740,0.272,0.233,0.233,0.324,0.341,0.274
1741,0.305,0.263,0.263,0.358,0.346,0.302
1742,0.31,0.271,0.271,0.378,0.405,0.327
1743,0.355,0.314,0.314,0.452,0.558,0.406
1744,0.478,0.42,0.42,0.604,0.729,0.537
1745,0.632,0.543,0.543,0.756,0.84,0.66
1746,0.753,0.635,0.635,0.835,0.659,0.681
1747,0.587,0.488,0.488,0.596,0.359,0.474
1748,0.327,0.274,0.274,0.346,0.273,0.289
1749,0.25,0.209,0.209,0.268,0.213,0.222
1750,0.191,0.158,0.158,0.193,0.138,0.16
1751,0.123,0.102,0.102,0.125,0.095,0.106
1752,0.083,0.067,0.067,0.081,0.047,0.068
1753,0.043,0.035,0.035,0.044,0.03,0.037
1754,0.026,0.02,0.02,0.027,0.014,0.022
1755,0.013,0.01,0.01,0.016,0.018,0.014
1756,0.016,0.011,0.011,0.017,0.011,0.014
1757,0.011,0.009,0.009,0.019,0.041,0.022
1758,0.042,0.031,0.031,0.061,0.1,0.061
1759,0.104,0.077,0.077,0.144,0.184,0.129
1760,0.194,0.143,0.143,0.224,0.211,0.184
1761,0.211,0.164,0.164,0.237,0.199,0.193
1762,0.199,0.162,0.162,0.229,0.222,0.196
1763,0.221,0.186,0.186,0.271,0.279,0.231
1764,0.272,0.226,0.226,0.321,0.324,0.27
1765,0.307,0.255,0.255,0.356,0.337,0.297
1766,0.315,0.263,0.263,0.375,0.388,0.32
1767,0.363,0.305,0.305,0.452,0.533,0.393
1768,0.49,0.408,0.408,0.605,0.692,0.519
1769,0.643,0.523,0.523,0.756,0.795,0.639
1770,0.751,0.608,0.608,0.825,0.626,0.655
1771,0.582,0.474,0.474,0.587,0.342,0.459
1772,0.322,0.267,0.267,0.342,0.26,0.282
1773,0.245,0.206,0.206,0.264,0.202,0.218
1774,0.187,0.155,0.155,0.191,0.131,0.159
1775,0.12,0.101,0.101,0.124,0.091,0.107
1776,0.081,0.068,0.068,0.08,0.047,0.071
1777,0.042,0.035,0.035,0.044,0.03,0.039
1778,0.026,0.021,0.021,0.026,0.014,0.023
1779,0.013,0.011,0.011,0.015,0.018,0.014
1780,0.015,0.012,0.012,0.016,0.011,0.015
1781,0.011,0.009,0.009,0.019,0.041,0.022
1782,0.04,0.033,0.033,0.061,0.102,0.064
1783,0.102,0.079,0.079,0.143,0.189,0.135
1784,0.189,0.146,0.146,0.221,0.211,0.19
1785,0.207,0.166,0.166,0.233,0.198,0.199
1786,0.196,0.162,0.162,0.227,0.223,0.199
1787,0.219,0.186,0.186,0.268,0.278,0.233
1788,0.268,0.225,0.225,0.316,0.322,0.272
1789,0.304,0.254,0.254,0.349,0.333,0.298
1790,0.311,0.262,0.262,0.369,0.384,0.321
1791,0.359,0.304,0.304,0.443,0.526,0.394
1792,0.485,0.408,0.408,0.59,0.688,0.519
1793,0.636,0.521,0.521,0.739,0.794,0.638
1794,0.748,0.601,0.601,0.807,0.628,0.651
1795,0.573,0.465,0.465,0.573,0.345,0.456
1796,0.318,0.263,0.263,0.335,0.263,0.28
1797,0.242,0.202,0.202,0.259,0.204,0.217
1798,0.185,0.152,0.152,0.187,0.132,0.159
1799,0.119,0.099,0.099,0.122,0.092,0.107
1800,0.081,0.067,0.067,0.08,0.05,0.071
1801,0.042,0.036,0.036,0.044,0.032,0.04
1802,0.026,0.022,0.022,0.027,0.015,0.023
1803,0.013,0.011,0.011,0.016,0.019,0.015
1804,0.015,0.013,0.013,0.016,0.011,0.015
1805,0.011,0.009,0.009,0.019,0.043,0.023
1806,0.04,0.034,0.034,0.061,0.105,0.065
1807,0.102,0.083,0.083,0.143,0.193,0.136
1808,0.19,0.149,0.149,0.222,0.216,0.19
1809,0.207,0.166,0.166,0.233,0.202,0.197
1810,0.196,0.162,0.162,0.228,0.224,0.197
1811,0.218,0.185,0.185,0.268,0.278,0.229
1812,0.265,0.225,0.225,0.314,0.318,0.267
1813,0.3,0.253,0.253,0.347,0.33,0.293
1814,0.307,0.261,0.261,0.364,0.374,0.314
1815,0.352,0.303,0.303,0.436,0.51,0.386
1816,0.473,0.404,0.404,0.581,0.664,0.508
1817,0.621,0.518,0.518,0.727,0.774,0.62
1818,0.728,0.597,0.597,0.79,0.613,0.632
1819,0.556,0.461,0.461,0.56,0.334,0.442
1820,0.309,0.259,0.259,0.328,0.256,0.271
1821,0.236,0.199,0.199,0.256,0.2,0.211
1822,0.182,0.151,0.151,0.189,0.131,0.157
1823,0.119,0.099,0.099,0.125,0.091,0.109
1824,0.086,0.073,0.073,0.101,0.113,0.093
1825,0.102,0.085,0.085,0.102,0.046,0.085
1826,0.042,0.035,0.035,0.047,0.039,0.041
1827,0.034,0.028,0.028,0.037,0.027,0.032
1828,0.023,0.018,0.018,0.023,0.006,0.018
1829,0.006,0.004,0.004,0.009,0.016,0.009
1830,0.016,0.012,0.012,0.022,0.033,0.022
1831,0.032,0.024,0.024,0.046,0.058,0.045
1832,0.061,0.045,0.045,0.084,0.109,0.081
1833,0.116,0.088,0.088,0.153,0.189,0.139
1834,0.199,0.153,0.153,0.238,0.253,0.204
1835,0.264,0.207,0.207,0.323,0.334,0.27
1836,0.344,0.273,0.273,0.406,0.424,0.336
1837,0.419,0.333,0.333,0.478,0.443,0.385
1838,0.431,0.344,0.344,0.488,0.461,0.398
1839,0.444,0.356,0.356,0.506,0.494,0.419
1840,0.471,0.378,0.378,0.546,0.556,0.453
1841,0.532,0.418,0.418,0.578,0.504,0.479
1842,0.506,0.409,0.409,0.595,0.61,0.5
1843,0.59,0.488,0.488,0.646,0.602,0.532
1844,0.578,0.475,0.475,0.611,0.499,0.497
1845,0.485,0.399,0.399,0.514,0.42,0.42
1846,0.408,0.338,0.338,0.426,0.325,0.349
1847,0.314,0.257,0.257,0.316,0.217,0.26
1848,0.204,0.164,0.164,0.198,0.108,0.167
1849,0.112,0.083,0.083,0.102,0.048,0.081
1850,0.046,0.034,0.034,0.047,0.041,0.039
1851,0.037,0.027,0.027,0.037,0.029,0.03
1852,0.025,0.018,0.018,0.023,0.006,0.017
1853,0.006,0.004,0.004,0.009,0.018,0.009
1854,0.018,0.012,0.012,0.023,0.036,0.021
1855,0.036,0.024,0.024,0.046,0.061,0.043
1856,0.067,0.045,0.045,0.083,0.113,0.078
1857,0.126,0.084,0.084,0.151,0.196,0.133
1858,0.212,0.142,0.142,0.234,0.264,0.197
1859,0.279,0.191,0.191,0.32,0.35,0.263
1860,0.368,0.253,0.253,0.405,0.443,0.33
1861,0.453,0.311,0.311,0.478,0.464,0.38
1862,0.47,0.324,0.324,0.497,0.485,0.395
1863,0.485,0.339,0.339,0.518,0.525,0.417
1864,0.517,0.365,0.365,0.556,0.592,0.453
1865,0.579,0.408,0.408,0.581,0.536,0.478
1866,0.547,0.396,0.396,0.598,0.642,0.495
1867,0.655,0.482,0.482,0.667,0.645,0.539
1868,0.661,0.476,0.476,0.633,0.537,0.504
1869,0.55,0.401,0.401,0.526,0.451,0.426
1870,0.461,0.336,0.336,0.425,0.343,0.35
1871,0.344,0.249,0.249,0.312,0.224,0.252
1872,0.216,0.149,0.149,0.175,0.047,0.138
1873,0.048,0.034,0.034,0.044,0.03,0.038
1874,0.029,0.02,0.02,0.027,0.014,0.022
1875,0.014,0.01,0.01,0.016,0.019,0.014
1876,0.017,0.011,0.011,0.017,0.011,0.014
1877,0.012,0.008,0.008,0.02,0.042,0.022
1878,0.047,0.03,0.03,0.063,0.102,0.062
1879,0.116,0.071,0.071,0.143,0.187,0.128
1880,0.215,0.135,0.135,0.225,0.21,0.182
1881,0.232,0.155,0.155,0.239,0.2,0.191
1882,0.216,0.154,0.154,0.231,0.222,0.191
1883,0.235,0.176,0.176,0.271,0.276,0.225
1884,0.288,0.222,0.222,0.317,0.316,0.266
1885,0.321,0.254,0.254,0.352,0.326,0.294
1886,0.327,0.266,0.266,0.366,0.376,0.317
1887,0.374,0.313,0.313,0.44,0.516,0.391
1888,0.501,0.423,0.423,0.587,0.668,0.514
1889,0.655,0.548,0.548,0.731,0.765,0.623
1890,0.768,0.621,0.621,0.803,0.609,0.635
1891,0.625,0.501,0.501,0.585,0.336,0.453
1892,0.35,0.282,0.282,0.343,0.26,0.276
1893,0.268,0.215,0.215,0.266,0.202,0.213
1894,0.208,0.164,0.164,0.193,0.131,0.155
1895,0.133,0.103,0.103,0.125,0.092,0.103
1896,0.09,0.067,0.067,0.082,0.048,0.068
1897,0.045,0.034,0.034,0.046,0.03,0.038
1898,0.027,0.02,0.02,0.028,0.015,0.022
1899,0.014,0.01,0.01,0.016,0.019,0.014
1900,0.016,0.011,0.011,0.017,0.011,0.014
1901,0.012,0.008,0.008,0.02,0.042,0.022
1902,0.044,0.031,0.031,0.065,0.102,0.062
1903,0.11,0.069,0.069,0.15,0.188,0.128
1904,0.203,0.137,0.137,0.233,0.213,0.181
1905,0.221,0.157,0.157,0.244,0.204,0.192
1906,0.207,0.157,0.157,0.235,0.229,0.193
1907,0.228,0.178,0.178,0.277,0.286,0.23
1908,0.282,0.227,0.227,0.327,0.332,0.273
1909,0.32,0.257,0.257,0.366,0.343,0.302
1910,0.33,0.27,0.27,0.382,0.395,0.326
1911,0.384,0.316,0.316,0.458,0.538,0.401
1912,0.522,0.424,0.424,0.612,0.698,0.533
1913,0.686,0.548,0.548,0.76,0.802,0.646
1914,0.792,0.627,0.627,0.835,0.634,0.671
1915,0.623,0.511,0.511,0.603,0.349,0.481
1916,0.344,0.288,0.288,0.352,0.266,0.294
1917,0.26,0.217,0.217,0.273,0.206,0.227
1918,0.2,0.166,0.166,0.197,0.134,0.163
1919,0.127,0.104,0.104,0.127,0.093,0.107
1920,0.085,0.067,0.067,0.083,0.05,0.067
1921,0.045,0.032,0.032,0.046,0.032,0.036
1922,0.027,0.019,0.019,0.027,0.015,0.021
1923,0.014,0.009,0.009,0.016,0.019,0.013
1924,0.016,0.011,0.011,0.017,0.011,0.014
1925,0.011,0.008,0.008,0.02,0.043,0.022
1926,0.043,0.029,0.029,0.064,0.106,0.061
1927,0.108,0.065,0.065,0.148,0.195,0.126
1928,0.2,0.127,0.127,0.229,0.218,0.177
1929,0.221,0.148,0.148,0.241,0.21,0.187
1930,0.209,0.15,0.15,0.235,0.235,0.184
1931,0.233,0.172,0.172,0.279,0.29,0.22
1932,0.29,0.22,0.22,0.328,0.332,0.259
1933,0.331,0.253,0.253,0.363,0.343,0.287
1934,0.34,0.266,0.266,0.384,0.39,0.315
1935,0.394,0.311,0.311,0.46,0.535,0.387
1936,0.531,0.417,0.417,0.615,0.695,0.515
1937,0.698,0.539,0.539,0.766,0.81,0.62
1938,0.806,0.617,0.617,0.838,0.635,0.649
1939,0.634,0.496,0.496,0.607,0.352,0.466
1940,0.351,0.279,0.279,0.353,0.272,0.284
1941,0.267,0.211,0.211,0.273,0.213,0.219
1942,0.206,0.162,0.162,0.198,0.139,0.158
1943,0.131,0.102,0.102,0.128,0.097,0.104
1944,0.089,0.066,0.066,0.086,0.06,0.072
1945,0.054,0.038,0.038,0.053,0.038,0.044
1946,0.033,0.022,0.022,0.032,0.018,0.026
1947,0.016,0.011,0.011,0.019,0.023,0.016
1948,0.02,0.012,0.012,0.02,0.014,0.017
1949,0.014,0.009,0.009,0.024,0.052,0.027
1950,0.052,0.034,0.034,0.075,0.129,0.075
1951,0.129,0.079,0.079,0.173,0.236,0.157
1952,0.239,0.15,0.15,0.264,0.26,0.222
1953,0.259,0.176,0.176,0.276,0.249,0.234
1954,0.246,0.178,0.178,0.27,0.28,0.235
1955,0.269,0.206,0.206,0.319,0.347,0.282
1956,0.331,0.265,0.265,0.373,0.404,0.333
1957,0.373,0.303,0.303,0.412,0.415,0.365
1958,0.382,0.313,0.313,0.433,0.479,0.394
1959,0.439,0.365,0.365,0.52,0.651,0.487
1960,0.587,0.485,0.485,0.693,0.846,0.64
1961,0.77,0.622,0.622,0.856,0.983,0.777
1962,0.903,0.712,0.712,0.942,0.771,0.806
1963,0.716,0.572,0.572,0.686,0.423,0.577
1964,0.399,0.325,0.325,0.4,0.326,0.353
1965,0.306,0.249,0.249,0.311,0.252,0.272
1966,0.236,0.191,0.191,0.224,0.161,0.194
1967,0.151,0.122,0.122,0.144,0.113,0.127
1968,0.101,0.08,0.08,0.09,0.056,0.081
1969,0.051,0.04,0.04,0.049,0.036,0.043
1970,0.031,0.023,0.023,0.03,0.017,0.025
1971,0.015,0.011,0.011,0.018,0.022,0.016
1972,0.018,0.013,0.013,0.019,0.013,0.017
1973,0.013,0.01,0.01,0.022,0.048,0.026
1974,0.049,0.035,0.035,0.069,0.119,0.072
1975,0.122,0.082,0.082,0.159,0.216,0.148
1976,0.226,0.155,0.155,0.247,0.241,0.21
1977,0.247,0.18,0.18,0.26,0.228,0.222
1978,0.233,0.179,0.179,0.252,0.256,0.225
1979,0.258,0.208,0.208,0.301,0.32,0.271
1980,0.318,0.26,0.26,0.356,0.368,0.319
1981,0.36,0.294,0.294,0.395,0.383,0.351
1982,0.37,0.303,0.303,0.417,0.437,0.379
1983,0.429,0.351,0.351,0.498,0.586,0.465
1984,0.575,0.465,0.465,0.659,0.77,0.61
1985,0.753,0.598,0.598,0.814,0.878,0.734
1986,0.868,0.681,0.681,0.886,0.7,0.763
1987,0.674,0.542,0.542,0.639,0.382,0.547
1988,0.372,0.308,0.308,0.37,0.292,0.334
1989,0.284,0.238,0.238,0.288,0.226,0.259
1990,0.219,0.182,0.182,0.209,0.146,0.187
1991,0.141,0.118,0.118,0.136,0.103,0.127
1992,0.1,0.087,0.087,0.105,0.118,0.104
1993,0.119,0.094,0.094,0.105,0.047,0.09
1994,0.048,0.038,0.038,0.048,0.04,0.043
1995,0.039,0.03,0.03,0.038,0.028,0.032
1996,0.026,0.019,0.019,0.023,0.006,0.018
1997,0.006,0.005,0.005,0.009,0.017,0.01
1998,0.018,0.013,0.013,0.023,0.035,0.023
1999,0.037,0.025,0.025,0.048,0.061,0.047
2000,0.07,0.049,0.049,0.089,0.117,0.085
2001,0.135,0.099,0.099,0.166,0.205,0.15
2002,0.232,0.174,0.174,0.26,0.273,0.223
2003,0.305,0.234,0.234,0.354,0.37,0.303
2004,0.4,0.312,0.312,0.448,0.467,0.382
2005,0.487,0.382,0.382,0.527,0.492,0.443
2006,0.502,0.395,0.395,0.547,0.513,0.466
2007,0.515,0.408,0.408,0.566,0.541,0.487
2008,0.541,0.433,0.433,0.605,0.606,0.525
2009,0.598,0.473,0.473,0.627,0.539,0.537
2010,0.556,0.45,0.45,0.63,0.667,0.565
2011,0.676,0.55,0.55,0.709,0.648,0.623
2012,0.653,0.532,0.532,0.663,0.546,0.575
2013,0.55,0.448,0.448,0.551,0.449,0.481
2014,0.454,0.374,0.374,0.446,0.349,0.391
2015,0.352,0.29,0.29,0.333,0.237,0.296
2016,0.234,0.194,0.194,0.208,0.123,0.189
2017,0.127,0.091,0.091,0.115,0.055,0.087
2018,0.051,0.035,0.035,0.052,0.047,0.041
2019,0.041,0.027,0.027,0.041,0.033,0.031
2020,0.028,0.017,0.017,0.025,0.007,0.018
2021,0.007,0.004,0.004,0.01,0.02,0.01
2022,0.019,0.012,0.012,0.026,0.041,0.023
2023,0.039,0.024,0.024,0.052,0.071,0.045
2024,0.074,0.046,0.046,0.095,0.128,0.082
2025,0.137,0.089,0.089,0.17,0.228,0.142
2026,0.239,0.161,0.161,0.27,0.302,0.212
2027,0.315,0.216,0.216,0.366,0.398,0.288
2028,0.422,0.301,0.301,0.467,0.494,0.363
2029,0.521,0.372,0.372,0.553,0.525,0.419
2030,0.55,0.391,0.391,0.582,0.544,0.442
2031,0.57,0.407,0.407,0.603,0.576,0.459
2032,0.604,0.429,0.429,0.646,0.642,0.489
2033,0.681,0.482,0.482,0.69,0.602,0.531
2034,0.637,0.485,0.485,0.705,0.726,0.564
2035,0.744,0.568,0.568,0.778,0.722,0.61
2036,0.736,0.557,0.557,0.735,0.612,0.573
2037,0.625,0.473,0.473,0.619,0.506,0.481
2038,0.518,0.393,0.393,0.5,0.392,0.388
2039,0.395,0.3,0.3,0.371,0.264,0.29
2040,0.25,0.187,0.187,0.212,0.061,0.159
2041,0.055,0.041,0.041,0.052,0.038,0.043
2042,0.033,0.024,0.024,0.031,0.019,0.025
2043,0.016,0.012,0.012,0.018,0.023,0.016
2044,0.019,0.013,0.013,0.019,0.013,0.016
2045,0.013,0.01,0.01,0.022,0.05,0.024
2046,0.049,0.033,0.033,0.069,0.121,0.065
2047,0.116,0.075,0.075,0.157,0.229,0.137
2048,0.222,0.14,0.14,0.249,0.253,0.201
2049,0.246,0.165,0.165,0.264,0.235,0.21
2050,0.236,0.166,0.166,0.258,0.264,0.209
2051,0.265,0.19,0.19,0.305,0.331,0.252
2052,0.331,0.24,0.24,0.363,0.371,0.295
2053,0.369,0.269,0.269,0.396,0.381,0.324
2054,0.381,0.277,0.277,0.419,0.433,0.351
2055,0.438,0.322,0.322,0.501,0.591,0.431
2056,0.592,0.431,0.431,0.671,0.782,0.569
2057,0.786,0.572,0.572,0.855,0.908,0.713
2058,0.895,0.693,0.693,0.918,0.707,0.733
2059,0.677,0.526,0.526,0.649,0.383,0.51
2060,0.376,0.294,0.294,0.382,0.295,0.312
2061,0.291,0.225,0.225,0.301,0.231,0.242
2062,0.228,0.173,0.173,0.221,0.151,0.175
2063,0.15,0.114,0.114,0.145,0.105,0.119
2064,0.102,0.077,0.077,0.091,0.054,0.076
